ID	Species	Culture collection number	Isolation source	Country	Continent	Category 1	Category 2	Category 3	joined_1_2
4279	Ectothiorhodospira variabilis	DSM 21381, VKM B-2479	microbial mat of shallow water soda lake	Egypt	Africa	Condition###Environmental###Environmental	Alkaline###Microbial community###Aquatic	Microbial mat###Lake (large)	Condition@@@Alkaline###Environmental@@@Microbial community###Environmental@@@Aquatic
4280	Ectothiorhodospira magna	DSM 22250, VKM B-2537	chemocline water of meromictic soda lake	Russia	Asia	Condition###Environmental	Saline###Aquatic	Lake (large)	Condition@@@Saline###Environmental@@@Aquatic
4281	Halorhodospira abdelmalekii	DSM 2110, ATCC 35917, JCM 39379	alkaline soda lake	Egypt	Africa				
4282	Halorhodospira halochloris	DSM 1059, JCM 39378	mud and water sample	Egypt	Africa	Environmental###Environmental	Terrestrial###Aquatic	Mud (Sludge)	Environmental@@@Terrestrial###Environmental@@@Aquatic
4283	Halorhodospira halophila	DSM 244	salt lake mud			Condition###Environmental###Environmental	Saline###Terrestrial###Aquatic	Mud (Sludge)###Lake (large)	Condition@@@Saline###Environmental@@@Terrestrial###Environmental@@@Aquatic
4284	Halorhodospira neutriphila	DSM 15115, SG 3304	microbial mats in marine salterns	France	Europe	Condition###Environmental###Environmental	Saline###Microbial community###Aquatic	Microbial mat###Marine	Environmental@@@Microbial community###Condition@@@Saline###Environmental@@@Aquatic
4285	Halorhodospira neutriphila	DSM 15116, SG 3301, JCM 17835	microbial mat in marine saltern	France	Europe	Condition###Environmental###Environmental###Condition###Environmental###Environmental	Saline###Microbial community###Aquatic###Saline###Microbial community###Aquatic	Microbial mat###Marine###Microbial mat###Marine	Environmental@@@Microbial community###Condition@@@Saline###Environmental@@@Aquatic
4286	Thioalkalivibrio denitrificans	DSM 13742, NCCB 100001	soda lake	Kenya	Africa	Condition###Environmental	Alkaline###Aquatic	Lake (large)	Condition@@@Alkaline###Environmental@@@Aquatic
4287	Thioalkalivibrio nitratis	DSM 13741, NCCB 100002, ALJ 12	soda lake	Kenya	Africa	Condition###Environmental	Alkaline###Aquatic	Lake (large)	Condition@@@Alkaline###Environmental@@@Aquatic
4288	Thioalkalivibrio versutus	DSM 13738, CBS 100464	soda lake	Russia	Asia	Condition###Environmental	Alkaline###Aquatic	Lake (large)	Condition@@@Alkaline###Environmental@@@Aquatic
4289	Thioalkalivibrio paradoxus	DSM 13531, JCM 11367, ARh 1, DSM 13541, ATCC BAA-721	Sediment of a soda lake###soda lake	Kenya	Africa	Condition###Environmental###Condition###Environmental	Alkaline###Aquatic###Alkaline###Aquatic	Lake (large)###Lake (large)	Condition@@@Alkaline###Environmental@@@Aquatic
4290	Thioalkalivibrio thiocyanoxidans	DSM 13542, ARh 2, DSM 13532	soda lake	Kenya	Africa	Condition###Environmental	Alkaline###Aquatic	Lake (large)	Condition@@@Alkaline###Environmental@@@Aquatic
4291	Thioalkalivibrio thiocyanoxidans	DSM 13532, JCM 11368, ARh 2, DSM 13542, ATCC BAA-720, JCM 11370	soda lake	Kenya	Africa	Condition###Environmental###Condition###Environmental	Alkaline###Aquatic###Alkaline###Aquatic	Lake (large)###Lake (large)	Condition@@@Alkaline###Environmental@@@Aquatic
4292	Thioalkalivibrio paradoxus	DSM 13541, ARh 1, DSM 13531	soda lake	Kenya	Africa	Condition###Environmental	Alkaline###Aquatic	Lake (large)	Condition@@@Alkaline###Environmental@@@Aquatic
4293	Thioalkalivibrio sp.	DSM 13533	soda lake	Kenya	Africa	Condition###Environmental	Alkaline###Aquatic	Lake (large)	Condition@@@Alkaline###Environmental@@@Aquatic
4294	Thioalkalivibrio jannaschii	DSM 14478, ALM 2, JCM 11372	Oxygen-sulfide interface water layer of stratified alkaline and saline Mono Lake###water	USA	North America	Environmental###Environmental	Aquatic###Aquatic		Environmental@@@Aquatic
4295	Thioalkalivibrio halophilus	DSM 15791	"hypersaline alkaline ""Stamp lake"""	Russia	Asia	Condition###Condition###Environmental	Saline###Alkaline###Aquatic	Lake (large)	Condition@@@Alkaline###Condition@@@Saline###Environmental@@@Aquatic
4296	Thioalkalivibrio nitratireducens	DSM 14787, UNIQEM 213, ALEN 2	soda lake Fazdah	Egypt	Africa	Condition###Environmental	Alkaline###Aquatic	Lake (large)	Condition@@@Alkaline###Environmental@@@Aquatic
4297	Thioalkalivibrio thiocyanodenitrificans	DSM 16954, UNIQEM U226, ArhD ARhD1, ArhD 1	mixed sediment samples from 8 hypersaline, alkaline lakes	Egypt	Africa	Condition###Condition###Environmental###Environmental	Saline###Alkaline###Aquatic###Aquatic	Sediment###Lake (large)	Condition@@@Alkaline###Condition@@@Saline###Environmental@@@Aquatic
4298	Thiohalospira alkaliphila	DSM 17116, UNIQEM U372, ALgr 6sp	sediments of hypersaline alkaline lakes	Egypt	Africa	Condition###Condition###Environmental###Environmental	Saline###Alkaline###Aquatic###Aquatic	Sediment###Lake (large)	Condition@@@Alkaline###Condition@@@Saline###Environmental@@@Aquatic
4299	Thiohalospira halophila	DSM 15070	sediments of hypersaline lake	Mongolia	Asia	Condition###Environmental###Environmental	Saline###Aquatic###Aquatic	Sediment###Lake (large)	Condition@@@Saline###Environmental@@@Aquatic
4300	Thiohalospira halophila	DSM 15071, UNIQEM U219	hypersaline lake	Russia	Asia	Condition###Environmental	Saline###Aquatic	Lake (large)	Condition@@@Saline###Environmental@@@Aquatic
4301	Aquisalimonas asiatica	DSM 18102, CCM 7368, CECT 7151, CGMCC 1.6291, CG 12, CIP 109713	Environment, Soda lake###water samples from the alkaline, saline Lake Chagannor (43° 21' N 113° 08' E)	China	Asia	Condition###Condition###Environmental###Condition###Condition###Environmental	Saline###Alkaline###Aquatic###Saline###Alkaline###Aquatic	Lake (large)###Lake (large)	Condition@@@Alkaline###Condition@@@Saline###Environmental@@@Aquatic
4302	Ectothiorhodosinus mongolicus	DSM 15479, UNIQEM U217	shoreline of soda lake	Mongolia	Asia	Condition###Environmental###Environmental	Alkaline###Terrestrial###Aquatic	Coast###Lake (large)	Condition@@@Alkaline###Environmental@@@Terrestrial###Environmental@@@Aquatic
4303	Acidiferrobacter thiooxydans	DSM 2392, JCM 17358	Forty-year-old coal refuse, Bevier coal seam###coal strip mine refuse	USA	North America	Environmental###Engineered###Engineered###Environmental###Engineered###Engineered	Terrestrial###Waste###Other###Terrestrial###Waste###Other	Geologic###Solid waste###Mine###Geologic###Solid waste###Mine	Engineered@@@Other###Environmental@@@Terrestrial###Engineered@@@Waste
4304	Thioalbus denitrificans	DSM 26407, JCM 15568, KCTC 5699	marine sediment	Republic of Korea	Asia	Environmental###Environmental###Environmental###Environmental	Aquatic###Aquatic###Aquatic###Aquatic	Sediment###Marine###Sediment###Marine	Environmental@@@Aquatic
4305	Arsenophonus nasoniae	DSM 15247, ATCC 49151, CIP 109007, CCUG 55501, LMG 12584	Wasp, Nasonia vitripennis###Wasp,Nasonia vitripennis###wasp <I>Nasonia vitripennis</I>	United States of America###USA	North America	Host###Host###Host	Arthropoda###Arthropoda###Arthropoda	Insecta###Insecta###Insecta	Host@@@Arthropoda
4306	Brenneria nigrifluens	CCUG 48853, NCPPB 564, CIP 105198, LMG 2694, CFBP 3616, ICMP 1578, DSM 30175, ATCC 13028	Bark canker in Persian walnut###bark canker in Persian (English) walnut tree	United States of America###USA	North America	Host Body-Site###Host###Host Body-Site###Host###Host Body-Site###Host	Plant###Plants###Plant###Plants###Plant###Plants	Bark###Tree###Bark###Tree###Bark###Tree	Host@@@Plants###Host Body-Site@@@Plant
4307	Brenneria rubrifaciens	DSM 4483, ATCC 29291, ICPB ER 103, NCPPB 2020, PDDCC 1915, CIP 105203, CFBP 3619, ICMP 1915, LMG 2709	Plant, Persian walnut tree, Juglans regia###persian walnut tree	United States of America	North America	Host###Host	Plants###Plants	Tree###Tree	Host@@@Plants
4308	Brenneria salicis	DSM 30166, ATCC 15712, EX 2, NCPPB 447, CCUG 48855, CIP 105204, LMG 2698, CFBP 802	Salix alba caerulae###willow	United Kingdom	Europe	Host###Host###Host	Plants###Plants###Plants	Tree###Tree###Tree	Host@@@Plants
4309	Brenneria alni	CCUG 48887, ICMP 12481, ATCC 700181, CIP 104916, DSM 11811, NCPPB 3934, PVFi 20	Bark canker on Alnus cordata stem###Bark canker on stem of Italian alder,Alnus cordata###bark cancer of alder	Italy	Europe	Host Body-Site###Host###Host Body-Site###Host###Host Body-Site###Host	Plant###Plants###Plant###Plants###Plant###Plants	Bark###Tree###Bark###Tree###Bark###Tree	Host@@@Plants###Host Body-Site@@@Plant
4310	Budvicia aquatica	DSM 5075, ATCC 35567, CNCTC 20186, CIP 103240, CCUG 21129, LMG 8813	Environment, Water###drinking water	Czech Republic	Europe	Environmental###Environmental	Aquatic###Aquatic	Freshwater###Freshwater	Environmental@@@Aquatic
4311	Buttiauxella agrestis	DSM 4586, ATCC 33320, CIP 80.31, CCUG 11756, CIP 80-31, CUETM 77.167, JCM 1090, BCRC 12221, CUETM 77-167, LMG 7861, NCTC 12119	Environment, Soil###Surface water###soil			Environmental###Environmental###Environmental	Terrestrial###Terrestrial###Terrestrial	Soil###Soil###Soil	Environmental@@@Terrestrial
4312	Buttiauxella agrestis	DSM 9389	slug	Germany	Europe	Host	Invertebrates (Other)	Mollusca	Host@@@Invertebrates (Other)
4313	Buttiauxella ferragutiae	DSM 9390, ATCC 51602, CCM 4874, CDC 1180-81, CUETM 78-31, CCUG 35507, CIP 106355	Environment, Soil###soil	France	Europe	Environmental###Environmental	Terrestrial###Terrestrial	Soil###Soil	Environmental@@@Terrestrial
4314	Buttiauxella gaviniae	CCUG 35508, DSM 9393, ATCC 51604, CCM 4875, CIP 106356, CDC 9509-94	Animal, Snail###snail	Germany	Europe	Host###Host	Invertebrates (Other)###Invertebrates (Other)	Mollusca###Mollusca	Host@@@Invertebrates (Other)
4315	Buttiauxella gaviniae	DSM 9394	slug	United Kingdom	Europe	Host	Invertebrates (Other)	Mollusca	Host@@@Invertebrates (Other)
4316	Buttiauxella brennerae	DSM 9396, ATCC 51605, CCM 4876, CCUG 35509, CIP 106477, CDC 9510-94	Animal, Snail###snail	Germany	Europe	Host###Host	Invertebrates (Other)###Invertebrates (Other)	Mollusca###Mollusca	Host@@@Invertebrates (Other)
4317	Buttiauxella izardii	CCUG 35510, DSM 9397, ATCC 51606, CCM 4877, CIP 106357, CDC 9511-94	Animal, Snail###snail	Germany	Europe	Host###Host	Invertebrates (Other)###Invertebrates (Other)	Mollusca###Mollusca	Host@@@Invertebrates (Other)
4318	Buttiauxella noackiae	DSM 9401, ATCC 51607, CCUG 35511, CCM 4864, CIP 106358, CDC 9512-94	Animal, Snail###snail	Australia	Australia and Oceania	Host###Host	Invertebrates (Other)###Invertebrates (Other)	Mollusca###Mollusca	Host@@@Invertebrates (Other)
4319	Buttiauxella warmboldiae	CCUG 35512, DSM 9404, ATCC 51608, CCM 4878, CIP 106359, CDC 9513-94, NSW 326	Animal, Snail###snail	Australia	Australia and Oceania	Host###Host	Invertebrates (Other)###Invertebrates (Other)	Mollusca###Mollusca	Host@@@Invertebrates (Other)
4320	Cedecea davisae	DSM 4568, ATCC 33431, CDC 3278-77, CIP 80.34, CCUG 12370, JCM 1685, BCRC 14815, CECT 842, LMG 7862, NBRC 105702, NCIMB 11889, NCTC 13724, NCTC 11465	Faeces###Human stool###stool	United States of America###USA	North America	Host Body Product###Host Body Product###Host Body Product###Host Body Product	Gastrointestinal tract###Gastrointestinal tract###Gastrointestinal tract###Gastrointestinal tract	Feces (Stool)###Feces (Stool)###Feces (Stool)###Feces (Stool)	Host Body Product@@@Gastrointestinal tract
4321	Cedecea lapagei	CCUG 12371, NCTC 11466, LMG 7863, JCM 1684, DSM 4587, ATCC 33432, CDC 0485-76, CIP 80.35, BCRC 14816, CDC 485-76	Human, Throat###Throat###human throat	Canada	North America	Host Body-Site###Host###Host Body-Site###Host###Host Body-Site###Host###Host Body-Site###Host	Oral cavity and airways###Human###Oral cavity and airways###Human###Oral cavity and airways###Human###Oral cavity and airways###Human	Throat###Throat###Throat###Throat	Host@@@Human###Host Body-Site@@@Oral cavity and airways
4322	Cedecea neteri	DSM 13693, ATCC 33855, CDC 0621-75, CCUG 18763, CECT 855, JCM 7582, CDC 621-75, CIP 103241, GTC 1717, LMG 7864, NBRC 105707, NCTC 12120	Human, Foot wound###human foot	United States of America###USA	North America	Host Body-Site###Host###Host Body-Site###Host###Host Body-Site###Host###Host Body-Site###Host	Limb###Human###Limb###Human###Limb###Human###Limb###Human	Foot###Foot###Foot###Foot	Host@@@Human###Host Body-Site@@@Limb
4323	Citrobacter amalonaticus	CCUG 4860, CECT 863, DSM 4593, ATCC 25405, CIP 82.89, NCTC 10805, JCM 1661, BCRC 14802, CGMCC 1.2020, LMG 7873, NCCB 92007, NCIMB 13274, NRRL B-41228	Stool###Human feces			Host Body Product###Host###Host Body Product###Host###Host Body Product###Host	Gastrointestinal tract###Human###Gastrointestinal tract###Human###Gastrointestinal tract###Human	Feces (Stool)###Feces (Stool)###Feces (Stool)	Host@@@Human###Host Body Product@@@Gastrointestinal tract
4324	Citrobacter freundii	DSM 15979, NCIMB 12203	contaminated cutting fluids	United Kingdom	Europe	Engineered###Engineered	Industrial###Contamination	Industrial production	Engineered@@@Industrial###Engineered@@@Contamination
4326	Citrobacter freundii	CCUG 53829, CCM 7187, CIP 103547, DSM 24397, ATCC 43864, LMG 21265, WDCM 00006, CECT 7464, NCTC 13639	Human clinical isolate	France	Europe	Infection###Infection###Infection###Host###Infection###Infection###Infection###Host###Infection###Infection###Infection###Host	Patient###Medical environment###Patient###Human###Patient###Medical environment###Patient###Human###Patient###Medical environment###Patient###Human	Specimen###Clinic###Specimen###Clinic###Specimen###Clinic	Infection@@@Patient###Infection@@@Medical environment###Host@@@Human
4329	Citrobacter koseri	DSM 4595, ATCC 27028, CCM 2537, CIP 82.87, Frederiksen 14804, NCTC 10786, CCUG 4859, JCM 1658, BCRC 14804, CCUG 14559, CIP 105014, LMG 5519, NCCB 92008, VTT E-991040	Human, Blood###Blood culture###Human blood	Denmark	Europe	Host Body Product###Host###Host Body Product###Host###Host Body Product###Host###Host Body Product###Host	Fluids###Human###Fluids###Human###Fluids###Human###Fluids###Human	Blood###Blood###Blood###Blood	Host Body Product@@@Fluids###Host@@@Human
4330	Citrobacter koseri	DSM 4596, ATCC 25408, CIP 82.88, NCTC 10810, JCM 1660	throat	United States of America	North America	Host Body-Site###Host Body-Site###Host Body-Site	Oral cavity and airways###Oral cavity and airways###Oral cavity and airways	Throat###Throat###Throat	Host Body-Site@@@Oral cavity and airways
4331	Citrobacter koseri	DSM 46297, ATCC 27027, CCM 2536, IMET 10956	blood culture			Host Body Product###Infection	Fluids###Patient	Blood###Blood culture	Host Body Product@@@Fluids###Infection@@@Patient
4333	Citrobacter sp.	DSM 30047	minced meat			Engineered	Food production	Meat	Engineered@@@Food production
4334	Citrobacter sp.	DSM 46298, CCM 2538, IMET 10957	respiratory tract			Host Body-Site	Oral cavity and airways	Airways	Host Body-Site@@@Oral cavity and airways
4335	Citrobacter sp.	DSM 46299, CCM 3393, IMET 10958	faeces			Host Body Product	Gastrointestinal tract	Feces (Stool)	Host Body Product@@@Gastrointestinal tract
4336	Citrobacter gillenii	DSM 13694, ATCC 51117, CCUG 30796, CDC 4693-86, CIP 106783	Human, Feces###Human feces###human faeces	France	Europe	Host Body Product###Host###Host Body Product###Host###Host Body Product###Host	Gastrointestinal tract###Human###Gastrointestinal tract###Human###Gastrointestinal tract###Human	Feces (Stool)###Feces (Stool)###Feces (Stool)	Host@@@Human###Host Body Product@@@Gastrointestinal tract
4337	Citrobacter murliniae	CIP 104556, CCM 4834, DSM 13695, ATCC 51118, CCUG 30797, CDC 2970-59	Source not known	USA	North America				
4338	Citrobacter braakii	DSM 17596, ATCC 51113, CCUG 30792, CDC 80-58, CIP 104554	snake	France	Europe	Host###Host###Host	Reptilia###Reptilia###Reptilia		Host@@@Reptilia
4339	Citrobacter braakii	DSM 30040, ATCC 6750, CIP 110053, NCIB 8173, WDCM 00078, NCIMB 8173, CECT 8107	faeces			Host Body Product###Host Body Product	Gastrointestinal tract###Gastrointestinal tract	Feces (Stool)###Feces (Stool)	Host Body Product@@@Gastrointestinal tract
4340	Citrobacter rodentium	DSM 16636, ATCC 51116, CDC 1843-73, CIP 104675, CCUG 30795, JCM 14073, CCM 7398, NBRC 105723	Animal, Hamster###Mouse###hamster	United States of America###USA	North America	Host###Host###Host###Host	Mammals###Mammals###Mammals###Mammals	Rodentia (Other)###Rodentia (Other)###Rodentia (Other)###Rodentia (Other)	Host@@@Mammals
4341	Citrobacter youngae	CCUG 30791, DSM 17578, ATCC 29935, CDC 460-61, CECT 5335, CIP 105016	Food, Meat scraps###meat scraps	United States of America###USA	North America	Engineered###Engineered###Engineered	Food production###Food production###Food production	Meat###Meat###Meat	Engineered@@@Food production
4342	Citrobacter werkmanii	DSM 17579, ATCC 51114, CDC 876-58, CIP 104555, CCUG 30793	Human, Blood###human blood	USA	North America	Host Body Product###Host###Host Body Product###Host###Host Body Product###Host	Fluids###Human###Fluids###Human###Fluids###Human	Blood###Blood###Blood	Host Body Product@@@Fluids###Host@@@Human
